DATE,Num-CDE,CLIENT_ID,SEX,BIRTH,ID_PROD,PRICE_mensuel, Durée total,CATEG
2020-04-11,749321,146576,M,1993,277952,492,31,0
2020-04-11,764845,176284,M,1963,195922,"399,86",31,0
2020-04-11,763448,207795,M,1990,14376,"405,95",43,0
2020-04-11,772453,146576,M,1984,277491,"506,97",31,0
2020-04-11,745779,162349,M,1966,14016,"460,08",31,0
2020-04-10,771608,216714,M,1970,235423,"225,73",31,0
2020-04-10,730731,161361,M,1965,164684,"411,01",31,0
2020-04-10,730712,161361,M,1965,164684,"428,98",31,0
2020-04-10,755984,177084,F,1965,187285,"264,22",31,0
2020-05-21,735367,205776,M,1965,164670,"245,52",31,0
2020-04-10,734918,161789,M,1968,275271,"543,3",25,0
2020-04-09,737694,133666,M,1969,96612,"548,45",37,0
2020-04-08,752745,156075,F,1963,14569,"455,45",31,0
2020-04-08,743693,207795,M,1969,277284,"256,32",43,0
2020-04-08,735680,178233,F,1993,294357,"369,26",31,0
2020-04-08,734962,161789,F,1992,277472,"523,62",25,0
2020-04-08,734956,161789,M,1977,277491,"550,37",25,0
2020-04-08,745091,207795,M,1973,275228,"225,8",43,0
2020-04-06,735823,205776,M,1965,164673,"471,39",25,0
2020-04-06,736638,176284,M,1973,165732,"245,32",31,0
2020-04-06,734067,205776,M,1965,164673,"213,84",31,0
2020-04-06,735649,205776,M,1965,164673,"348,6",19,0
2020-04-10,753510,151590,M,1964,84798,"283,76",31,0
2020-05-21,735844,162450,M,1969,229141,"270,89",31,0
2020-05-21,734852,161789,M,1980,273825,"498,79",25,0
2020-05-21,735646,205776,M,1965,164670,"211,21",31,0
2020-07-19,752628,151590,F,1966,84671,"336,77",31,0
2020-07-16,752341,133666,M,1986,34821,"357,51",37,0
2020-07-16,746237,177295,M,1979,14577,"292,29",31,0
2020-07-16,759714,155250,F,1985,165477,"505,34",13,0
2020-07-16,745348,162450,F,1961,229111,"288,1",31,0
2020-07-16,736685,176284,M,1992,165732,"188,23",31,0
2020-07-16,748678,156370,M,1983,276657,"496,55",43,0
2020-07-16,753184,133666,M,1965,35054,"577,21",37,0
2020-07-16,749454,169431,F,1900,165728,"97,45",31,0
2020-07-15,734081,205776,M,1965,164692,"378,41",19,0
2020-07-15,735790,176284,M,1968,165732,"308,95",25,0
2020-07-15,736635,176284,M,1975,165732,"208,04",31,0
2020-07-15,749892,176669,M,1963,307823,"292,73",31,0
2020-07-15,746143,176284,M,1980,14811,"363,52",31,0
2020-07-15,741928,207795,M,1965,277274,"250,63",43,0
2020-07-15,733961,205776,M,1965,164668,"465,58",19,0
2020-07-15,734084,176284,M,1961,14086,"442,67",31,0
2020-07-14,735784,176284,M,1965,165605,"196,56",31,0
2020-07-14,746520,162450,F,1969,84640,"200,7",31,0
2020-07-14,753343,133666,M,1974,14858,"375,6",37,0
2020-07-14,753533,133666,F,1990,14544,"279,29",37,0
2020-07-14,729161,145271,M,1964,192430,"417,56",43,0
2020-07-14,735656,205776,M,1965,164670,"491,27",19,0
2020-07-19,733500,176284,M,1966,165605,"263,59",31,0
2020-07-13,750899,133666,M,1969,277583,"267,44",37,0
2020-07-19,750496,162349,M,1971,229158,"300,37",31,0
2020-07-19,729299,176284,F,1974,165605,"196,57",31,0
2020-07-21,733834,205776,M,1965,164670,"267,61",31,0
2020-07-21,733842,205776,M,1965,164670,"210,85",19,0
2020-07-21,746209,133666,M,1963,14584,"245,45",37,0
2020-07-21,739158,207795,M,1968,276545,"298,88",43,0
2020-07-21,743029,175333,M,1962,14806,"512,96",31,0
2020-07-21,733959,205776,M,1965,164668,"342,33",31,0
2020-07-21,742729,133666,M,1984,277500,"317,84",37,0
2020-07-21,745546,154274,M,1970,165650,"395,61",22,0
2020-07-21,734129,205776,M,1965,164690,"249,84",19,0
2020-07-21,744545,207795,M,1972,14585,"347,45",43,0
2020-07-20,737913,156075,F,1969,273991,"473,92",31,0
2020-07-20,751757,154274,M,1980,165588,"339,23",43,0
2020-07-20,748920,162349,F,1966,230425,"319,34",31,0
2020-07-20,735789,176284,M,1975,165732,"180,12",31,0
2020-07-20,734121,205776,M,1965,164670,"210,85",19,0
2020-07-20,734111,205776,M,1965,164670,"197,45",19,0
2020-07-20,733831,205776,M,1965,164670,"210,85",19,0
2020-07-20,735376,152955,M,1965,309653,"526,05",31,0
2020-07-20,734944,161789,M,1989,304762,"471,59",25,0
2020-07-19,747264,155250,M,1979,277280,"401,44",31,0
2020-07-19,734960,161789,M,1976,273991,"526,43",25,0
2020-07-19,726896,140344,M,1970,165540,"432,76",30,0
2020-07-19,729582,146362,F,1975,294559,"683,28",43,0
2020-07-19,752394,133666,M,1990,194697,"256,59",37,0
2020-07-21,752359,133666,F,1984,194704,"300,8",37,0
2020-07-13,743674,207795,M,1972,275292,"237,27",43,0
2020-07-13,736305,133666,F,1977,32825,"347,16",37,0
2020-07-06,733896,205776,M,1965,164670,"377,41",31,0
2020-07-05,740181,146362,M,1976,96546,"794,8",43,0
2020-07-05,732226,176284,M,1969,14352,"351,08",31,0
2020-07-05,747770,146362,M,1971,96537,"704,71",43,0
2020-07-05,730163,176284,F,1983,186839,"299,16",31,0
2020-07-05,739242,207795,M,1982,14591,"364,81",43,0
2020-07-05,723645,162450,M,1981,80727,"189,71",31,0
2020-07-05,739268,155250,F,1976,277282,"404,46",31,0
2020-07-05,735837,162450,M,1975,229141,"296,97",31,0
2020-07-05,734128,205776,M,1965,164658,"113,88",31,0
2020-07-05,708716,137352,M,1976,191280,"284,74",55,0
2020-07-05,744451,133666,M,1986,188544,"327,68",37,0
2020-07-05,734035,205776,M,1965,164670,"267,61",31,0
2020-07-05,734063,205776,M,1965,164670,"291,47",31,0
2020-07-05,732735,156075,F,1974,14808,"551,35",43,0
2020-07-04,736173,163072,M,1980,165566,"231,76",31,0
2020-07-04,731510,163072,M,1971,165567,"393,71",28,0
2020-07-04,723043,161789,M,1968,275271,459,31,0
2020-07-04,746114,223669,M,1977,309797,"140,64",55,0
2020-07-04,730356,156075,F,1988,99491,"585,98",31,0
2020-07-04,717208,152955,M,1997,163129,"211,51",37,0
2020-07-04,729227,176284,M,1973,14086,"426,03",31,0
2020-07-04,728330,149658,M,1988,276976,"401,41",43,0
2020-07-06,730882,161361,M,1965,165621,"200,13",31,0
2020-07-13,749906,176284,M,1969,307823,"309,45",31,0
2020-07-06,738153,162257,M,1965,230924,"177,87",40,0
2020-07-07,734949,161789,F,1988,273991,"512,53",25,0
2020-07-13,764758,177084,M,1965,217386,"520,75",3,0
2020-07-13,735782,176284,M,1971,12737,"368,26",31,0
2020-07-13,744723,133666,M,1969,96656,"433,6",37,0
2020-07-13,734825,161789,M,1982,277472,"500,62",25,0
2020-07-12,767776,156370,M,1963,194840,"558,44",43,0
2020-07-12,762811,156370,M,1961,194843,"513,24",43,0
2020-07-12,767122,176669,F,1966,15131,"339,1",31,0
2020-07-12,770090,133666,M,1977,307781,"354,98",37,0
2020-07-12,780073,152955,M,2000,235787,"176,05",37,0
2020-07-12,771366,161606,M,1965,167720,"358,28",43,0
2020-07-12,734941,161789,M,1970,275271,"543,3",25,0
2020-07-12,759254,176284,M,1959,15085,"408,48",31,0
2020-07-10,730768,161361,M,1965,164679,"307,56",31,0
2020-07-10,750308,207465,M,1995,277290,"289,42",43,0
2020-07-10,752878,145271,M,1962,194695,"314,08",43,0
2020-07-10,729750,152955,M,1983,231834,"81,35",31,0
2020-07-09,733801,205776,M,1965,164673,"244,9",19,0
2020-07-09,751830,207795,F,1982,277795,"229,16",43,0
2020-07-09,751679,175066,M,1975,294574,"596,7",43,0
2020-07-07,748529,133666,F,1988,276219,"288,27",37,0
2020-07-07,746142,176669,F,1964,14585,"218,13",31,0
2020-07-07,742425,162406,M,1965,14133,"413,51",43,0
2020-07-07,749716,137352,M,1972,192986,"339,43",43,0
2020-07-06,730917,161361,M,1965,165621,"183,26",43,0
2020-07-21,734029,176284,M,1964,165605,"172,51",31,0
2020-07-21,735275,205776,M,1965,164670,"363,77",19,0
2020-07-22,734641,205776,M,1965,164668,"197,75",31,0
2020-08-09,733875,205776,M,1965,164670,"330,23",28,0
2020-08-09,730723,161361,M,1965,164670,"429,07",28,0
2020-08-09,748528,163072,M,1972,305060,"842,56",22,0
2020-08-09,733805,205776,M,1965,164673,"355,41",19,0
2020-08-07,734066,205776,M,1965,164690,"406,42",22,0
2020-08-07,746839,155250,F,1965,294357,"386,29",31,0
2020-08-07,723719,162450,M,1979,84640,"235,15",31,0
2020-08-07,734079,205776,M,1965,164692,"287,76",31,0
2020-08-07,754941,223772,M,1959,52708,"156,59",31,0
2020-08-06,734847,205776,M,1965,164670,"233,33",43,0
2020-08-06,739310,133016,M,1975,294577,"529,03",43,0
2020-08-06,741680,176284,M,1976,14811,"347,79",31,0
2020-08-06,735294,207851,M,1960,164260,"680,27",28,0
2020-08-06,726737,152955,M,1965,192872,"216,97",49,0
2020-08-06,734503,161361,M,1965,164658,"230,12",43,0
2020-08-06,734851,205776,M,1965,164670,"285,75",31,0
2020-08-06,734846,205776,M,1965,164670,"313,76",31,0
2020-08-01,714815,137352,M,1980,187052,"550,18",27,0
2020-08-01,725985,80033,F,1982,276495,"231,94",31,0
2020-08-01,719163,207795,M,1962,14546,"346,68",31,0
2020-08-01,718715,207795,F,1973,14531,"272,84",31,0
2020-08-01,733742,176284,M,1976,186837,"229,83",31,0
2020-08-01,727146,175333,M,1972,307753,"594,77",31,0
2020-08-09,750535,133666,F,1986,276358,"305,39",37,0
2020-08-01,724954,80033,F,1983,294361,"283,66",31,0
2020-08-09,729721,176284,M,1981,165605,"222,08",31,0
2020-08-10,766239,171790,F,1982,194692,"299,97",31,0
2020-08-12,760847,176675,M,1966,192989,"270,91",31,0
2020-08-12,767194,151590,M,1972,85506,"375,45",31,0
2020-08-12,760931,176675,M,1962,192989,"300,07",31,0
2020-08-12,760925,176675,M,1969,192989,"300,07",31,0
2020-08-12,764039,176284,F,1975,194692,"332,06",31,0
2020-08-11,762047,160689,M,1983,126927,"472,21",28,0
2020-08-11,733489,176284,F,1971,165605,"188,26",31,0
2020-08-11,763693,130805,M,1968,194695,"467,16",31,0
2020-08-11,767300,207795,M,1983,14585,"357,25",43,0
2020-08-11,759236,154400,F,1991,14531,"352,03",31,0
2020-08-11,756915,176284,M,1965,307815,"348,7",31,0
2020-08-11,756256,176284,M,1972,307823,"339,19",31,0
2020-08-11,764157,161606,M,1965,260976,"236,67",43,0
2020-08-11,756694,177084,M,1965,167081,"214,77",31,0
2020-08-11,736602,176284,M,1981,165732,"222,07",31,0
2020-08-11,772241,150813,M,1993,196565,"350,05",55,0
2020-08-11,758305,156075,F,1969,277702,"441,15",31,0
2020-08-10,751814,162406,M,1973,277317,"404,96",43,0
2020-08-10,754338,74642,M,1972,194696,"478,52",31,0
2020-08-10,752893,206872,M,1974,191998,"265,97",43,0
2020-08-10,730107,176284,M,1982,165605,169,31,0
2020-08-10,753164,141289,M,1962,305024,"486,14",43,0
2020-08-10,744426,146362,M,1981,34811,"594,95",43,0
2020-08-09,754312,152955,M,1992,234345,"108,78",43,0
2020-08-01,729825,162450,M,1981,233660,"272,65",31,0
2020-08-01,728006,149658,M,1982,187041,"437,38",43,0
2020-08-01,723327,154338,F,1960,165588,"329,48",31,0
2020-07-26,740674,133666,M,1961,14591,"371,37",37,0
2020-07-26,752880,132948,F,1986,194697,"564,44",23,0
2020-07-26,746144,176284,F,1991,14947,"291,74",31,0
2020-07-26,742741,176284,M,1973,184926,"211,16",31,0
2020-07-26,733739,176284,M,1967,192927,"193,49",31,0
2020-07-23,750892,133666,M,1985,194838,"266,99",37,0
2020-07-23,748569,208039,F,1965,34899,"495,71",31,0
2020-07-23,747856,133666,F,1976,307782,"325,06",37,0
2020-07-23,734938,161789,F,1977,304878,"455,92",25,0
2020-07-23,735684,205776,M,1965,164670,"186,1",31,0
2020-07-23,746156,154274,M,1984,186837,"409,44",28,0
2020-07-23,750445,207795,M,1962,277583,"287,81",43,0
2020-07-23,748305,146576,M,1965,294576,"657,39",31,0
2020-07-23,725858,156075,F,1970,273991,"473,37",31,0
2020-07-23,734031,176284,M,1970,165605,"232,2",31,0
2020-07-23,748527,133666,M,1974,307815,"329,21",37,0
2020-07-22,729542,146362,M,1983,294559,"701,19",43,0
2020-07-22,742392,208192,M,1966,276533,"398,27",43,0
2020-07-22,746709,137352,M,1986,192994,"351,24",43,0
2020-07-22,746044,133666,F,1981,277583,"268,99",37,0
2020-07-22,745548,154274,M,1980,165650,"290,88",34,0
2020-07-22,739384,133666,M,1988,33489,"299,39",37,0
2020-07-22,740785,133666,M,1967,96537,"746,82",37,0
2020-07-26,751296,151590,M,1968,84792,"245,56",31,0
2020-07-27,735848,205776,M,1965,164684,"385,71",19,0
2020-07-27,749757,208039,M,1965,260579,"466,26",31,0
2020-07-27,733861,205776,M,1965,164670,"258,13",19,0
2020-07-31,745427,156969,M,1973,232738,"562,69",31,0
2020-07-30,750521,146362,M,1979,294147,"596,06",43,0
2020-07-30,745756,207795,M,1967,277284,"250,94",43,0
2020-07-30,734329,205776,M,1965,164670,"239,31",19,0
2020-07-30,734844,205776,M,1965,164670,"338,26",19,0
2020-07-30,750907,133666,M,1981,276533,"260,54",37,0
2020-07-30,748400,207795,M,1962,14589,"378,43",43,0
2020-07-30,744625,166375,M,1999,233672,"283,84",31,0
2020-07-29,753656,133666,M,1963,14585,"279,65",37,0
2020-07-29,749335,146576,M,1978,194695,"506,89",31,0
2020-07-29,749887,163072,M,1958,194702,"299,46",31,0
2020-07-04,738369,150813,M,1978,187383,"456,62",49,0
2020-07-29,735648,205776,M,1965,164673,"268,83",31,0
2020-07-29,734936,161789,F,1990,273991,"512,53",25,0
2020-07-29,744089,207795,M,1990,14547,"327,97",43,0
2020-07-29,746055,203467,M,1964,307772,"601,15",37,0
2020-07-29,747846,133666,M,1977,276220,"324,21",37,0
2020-07-29,747542,41029,M,1977,187284,"250,4",32,0
2020-07-28,749026,133666,M,1977,276523,"328,74",37,0
2020-07-28,752963,145271,M,1965,165592,"270,92",43,0
2020-07-28,734805,161789,M,1969,273991,"526,53",25,0
2020-07-28,746755,137352,M,1971,304876,"314,72",43,0
2020-07-28,736538,161789,F,1982,273825,"504,45",25,0
2020-07-28,743441,133666,M,1968,276545,"288,99",37,0
2020-07-29,753195,176284,M,1966,14811,"331,05",31,0
2021-02-24,788140,176284,M,1989,14553,"257,63",31,0
2020-07-04,725727,163534,M,1984,276495,"371,61",28,0
2020-07-01,721211,149781,M,2001,125163,"375,29",25,0
2020-06-04,729652,176284,M,1982,165605,"172,6",31,0
2020-06-04,720706,160689,M,1986,277292,"461,61",31,0
2020-06-04,745554,176284,M,1962,14811,"339,53",31,0
2020-06-04,734593,162450,F,1975,233660,"268,25",31,0
2020-06-04,736351,133666,M,1980,14589,"338,89",37,0
2020-06-04,735791,176284,M,1967,307717,"293,97",31,0
2020-06-04,732591,168832,M,1983,14811,"846,56",31,0
2020-06-01,727759,73757,M,1964,233675,"323,71",31,0
2020-06-01,717635,163072,F,1991,186837,"277,27",31,0
2020-06-01,722906,161789,F,1983,273825,"490,3",31,0
2020-06-01,730987,208039,M,1965,134598,"350,72",31,0
2020-06-01,729077,207540,F,1965,96195,"615,62",34,0
2020-06-01,702581,137352,M,1991,188562,"361,74",43,0
2020-06-01,727867,176284,M,1973,14015,"345,23",31,0
2020-06-01,723563,162450,M,1968,229141,"279,78",31,0
2020-05-31,737966,163072,F,1971,186837,"357,77",22,0
2020-05-31,730790,161361,M,1965,164670,"323,22",28,0
2020-05-31,736607,176284,M,1983,165732,"206,57",31,0
2020-05-31,734645,205776,M,1965,164668,"232,62",19,0
2020-05-28,735826,205776,M,1965,164673,"619,58",31,0
2020-05-28,733614,176284,F,1973,165609,"273,27",31,0
2020-05-28,737960,163072,M,1978,186837,"260,9",31,0
2020-05-28,755124,223823,M,1969,251753,"210,02",43,0
2020-06-04,741581,73757,M,1968,233675,"406,71",28,0
2020-05-28,740077,223609,F,1985,138373,"180,45",55,0
2020-06-04,739283,130805,F,1981,187063,"409,94",43,0
2020-06-05,734119,205776,M,1965,164658,"231,47",31,0
2020-06-08,740056,207795,M,1959,277576,"292,8",43,0
2020-06-08,736328,133666,M,1982,276545,"284,57",37,0
2020-06-08,734945,205776,M,1965,164670,"206,11",19,0
2020-06-08,743337,137352,M,1986,192986,"337,97",43,0
2020-06-08,734303,205776,M,1965,164670,"363,77",19,0
2020-06-08,752397,133666,M,1962,307785,"411,83",37,0
2020-06-08,751371,146091,M,1975,32957,"701,51",35,0
2020-06-08,747582,207795,M,1967,276523,"309,98",43,0
2020-06-08,743877,150813,F,1963,33637,"336,53",55,0
2020-06-08,736612,176284,M,1980,165732,"172,58",31,0
2020-06-08,746735,133666,M,1965,14590,"288,75",37,0
2020-06-08,730760,161361,M,1965,164679,"446,36",22,0
2020-06-08,762778,223886,M,1965,252267,"191,45",43,0
2020-06-07,727429,133666,M,1985,260590,"316,35",37,0
2020-06-07,740824,176669,M,1964,14577,"261,6",31,0
2020-06-07,734100,205776,M,1965,164673,"268,83",31,0
2020-06-05,736216,133666,M,1982,294595,"298,62",37,0
2020-06-05,745529,133666,M,1967,192320,"390,88",37,0
2020-06-05,736101,207795,M,1968,276509,"240,21",43,0
2020-06-05,748735,207795,M,1963,276219,"299,76",43,0
2020-06-05,736100,130805,F,1974,186838,566,19,0
2020-06-05,734022,205776,M,1965,164670,"245,52",31,0
2020-06-05,734014,205776,M,1965,164670,"377,41",31,0
2020-06-04,728397,207795,M,1970,277260,"346,86",43,0
2020-06-09,748895,133016,M,1970,14817,"562,89",43,0
2020-05-28,741590,161366,M,1974,14811,"897,96",33,0
2020-05-28,733218,161789,F,1984,277282,"438,13",25,0
2020-05-26,730963,161361,M,1965,164670,"250,56",31,0
2020-05-25,754278,223766,F,1974,195061,"332,54",55,0
2020-05-25,749160,47736,F,1965,307805,"424,92",31,0
2020-05-25,736069,162349,M,1967,14797,"627,73",31,0
2020-05-25,741681,176284,M,1967,14126,"421,84",31,0
2020-05-25,740439,146576,M,1977,277491,"389,76",31,0
2020-05-25,751307,73757,M,1966,233675,"303,16",31,0
2020-05-25,754286,223768,F,1979,234165,"148,58",55,0
2020-05-25,733837,205776,M,1965,164670,"226,93",31,0
2020-05-25,730915,161361,M,1965,164670,"307,31",31,0
2020-05-25,733845,205776,M,1965,164670,"157,98",31,0
2020-05-24,733328,176284,M,1983,165605,"193,05",31,0
2020-05-24,733709,135383,M,1969,294707,"624,17",31,0
2020-05-24,730735,161361,M,1965,164670,"372,48",22,0
2020-05-24,732269,163072,F,1987,186837,"288,16",31,0
2020-05-24,735677,205776,M,1965,164670,"340,15",31,0
2020-05-24,735075,161606,M,1965,126484,"423,68",31,0
2020-05-24,722298,203910,F,1978,186837,"334,23",34,0
2020-05-24,730702,161361,M,1965,164670,"307,31",31,0
2020-05-24,735682,205776,M,1965,164670,"338,26",19,0
2020-05-22,734746,205776,M,1965,164668,"267,32",31,0
2020-05-21,731115,161361,M,1965,164670,"394,99",22,0
2020-05-21,731106,161361,M,1965,164670,"211,74",43,0
2020-05-26,734509,205776,M,1965,164667,"341,6",19,0
2020-05-28,730215,176284,M,1972,14126,"441,87",31,0
2020-05-26,748344,176284,M,1966,14811,"377,74",31,0
2020-05-26,746525,162450,M,1966,234046,"483,66",31,0
2020-05-28,733940,205776,M,1965,164668,"328,53",31,0
2020-05-28,736502,146362,M,1985,34981,"686,52",43,0
2020-05-28,733475,176284,M,1970,165605,"193,05",31,0
2020-05-28,733889,205776,M,1965,164670,"157,98",31,0
2020-05-28,733941,205776,M,1965,164668,"387,8",31,0
2020-05-28,734991,205776,M,1965,164670,"172,51",31,0
2020-05-28,730753,163072,M,1973,186837,"314,81",31,0
2020-05-28,742757,146362,M,1990,34104,"597,01",43,0
2020-05-28,731009,161361,M,1965,164670,"302,18",28,0
2020-05-28,734971,205776,M,1965,164670,"172,51",31,0
2020-05-28,734326,205776,M,1965,164670,"353,24",19,0
2020-05-28,734806,207795,M,1986,13777,"643,39",43,0
2020-05-27,742476,133666,F,1973,14585,"326,27",37,0
2020-05-27,734032,205776,M,1965,164670,"470,89",28,0
2020-05-27,733952,205776,M,1965,164668,"221,18",31,0
2020-05-27,735673,205776,M,1965,164670,"232,97",31,0
2020-05-27,734008,205776,M,1965,164670,"251,67",31,0
2020-05-27,734932,161789,M,1969,273825,"476,45",25,0
2020-05-27,744259,151334,M,1982,186837,"381,75",31,0
2020-05-27,733868,205776,M,1965,164670,"363,77",19,0
2020-05-26,735380,207795,M,1971,14748,"334,34",43,0
2020-05-26,734209,165091,M,1961,162889,"84,41",25,0
2020-05-26,734753,161361,M,1965,164668,"240,07",31,0
2020-05-26,734505,205776,M,1965,164667,"229,18",31,0
2020-06-09,739803,176284,F,1972,165732,"200,57",31,0
2020-06-09,730952,161361,M,1965,164667,"352,41",22,0
2020-06-09,755575,152955,F,1991,234345,"132,64",40,0
2020-06-23,742423,162406,F,1970,14591,"386,61",43,0
2020-06-23,737975,163072,F,1977,186837,"251,87",31,0
2020-06-23,752073,144899,M,2000,233975,"742,64",1,0
2020-06-22,742209,156969,M,1966,186838,"525,19",31,0
2020-06-22,733714,140344,M,1967,14008,"370,72",41,0
2020-06-22,733408,133666,F,1974,294147,"416,3",37,0
2020-06-22,741170,176284,M,1969,186839,"319,24",31,0
2020-06-22,744819,216155,M,1973,18325,"238,38",37,0
2020-06-22,733214,133016,F,1968,262670,"445,84",43,0
2020-06-22,750575,154277,M,1970,14935,"277,61",43,0
2020-06-21,729821,162450,M,1989,80727,"242,58",31,0
2020-06-21,745862,156075,M,1968,99920,"362,4",43,0
2020-06-21,737689,133666,F,1962,276591,"317,1",37,0
2020-06-21,734072,205776,M,1965,164690,"276,39",31,0
2020-06-21,721318,171115,F,1973,192326,"460,09",43,0
2020-06-21,745798,162349,M,1978,229278,"365,91",31,0
2020-06-21,740705,207795,M,1973,277671,"296,71",43,0
2020-06-20,730619,133666,F,1985,294362,"277,93",37,0
2020-06-18,736469,163072,M,1964,186837,"288,11",31,0
2020-06-18,749813,133666,M,1983,194704,"293,94",37,0
2020-06-18,757308,223670,F,1965,135011,"320,5",37,0
2020-06-18,736749,130881,M,1985,251786,"117,04",32,0
2020-06-18,740719,207795,M,1984,276533,"290,33",43,0
2020-06-23,745952,207795,M,1964,14589,"384,38",43,0
2020-06-18,752437,133666,M,1984,194874,"318,43",37,0
2020-06-23,722861,162450,M,1962,82635,"248,13",31,0
2020-06-23,745045,149456,M,1965,163202,"428,99",31,0
2020-07-01,725984,80033,F,1993,276495,"231,94",31,0
2020-07-01,722326,164126,M,1960,192911,"202,66",31,0
2020-07-01,725995,80033,F,1990,276495,"231,94",31,0
2020-07-01,738693,73757,M,1979,229094,"377,64",28,0
2020-07-01,725309,161789,F,1976,277472,"374,51",31,0
2020-06-30,743677,154274,M,1965,165650,"258,06",40,0
2020-06-30,751855,207795,M,1985,277115,"249,25",43,0
2020-06-30,730149,176284,M,1970,186839,"396,19",31,0
2020-06-30,734836,161789,M,1970,273825,"476,45",25,0
2020-06-29,734833,161789,F,1964,273825,"483,45",25,0
2020-06-29,730022,137352,M,1976,191287,"361,88",43,0
2020-06-25,736674,176284,M,1981,165732,"193,04",31,0
2020-06-25,746052,133666,M,1972,34823,"397,29",37,0
2020-06-25,749732,207795,M,1994,277115,"249,64",43,0
2020-06-25,734771,162406,M,1963,13144,"429,8",43,0
2020-06-24,751847,135383,F,1990,276220,"675,89",31,0
2020-06-24,746049,133666,F,1981,276220,"335,88",37,0
2020-06-24,742749,207795,M,1962,277111,"211,45",43,0
2020-06-24,746229,73757,F,1974,84672,"172,38",43,0
2020-06-24,748309,141502,M,1967,194805,"630,05",31,0
2020-06-24,739235,207795,M,1991,277672,"279,01",43,0
2020-06-24,751295,73757,M,1974,80691,"343,99",31,0
2020-06-24,739868,73757,M,1976,80691,"423,39",25,0
2020-06-23,752091,144899,M,1985,233975,"742,64",1,0
2020-06-18,735788,176284,F,1972,165732,"206,57",31,0
2020-06-18,740692,207795,M,1968,277582,"276,61",43,0
2020-06-18,747852,133666,M,1979,275223,"265,46",37,0
2020-06-15,742417,162406,M,1980,13781,"647,41",43,0
2020-06-15,742746,176284,M,1965,14811,"329,76",31,0
2020-06-15,745912,162450,F,1991,84640,"258,91",31,0
2020-06-15,747868,133666,M,1981,194704,"321,89",37,0
2020-06-15,747971,171455,M,1965,194820,"430,69",43,0
2020-06-14,742726,207795,M,1972,275624,"262,85",43,0
2020-06-14,739276,176284,M,1966,186839,"283,54",31,0
2020-06-14,735687,205776,M,1965,165632,"227,35",31,0
2020-06-14,741682,176284,F,1978,192927,"224,82",31,0
2020-06-14,734288,133666,M,1982,294378,"308,87",37,0
2020-06-14,729009,133666,F,1978,276591,"300,29",37,0
2020-06-12,741929,207795,M,1964,14801,"528,13",43,0
2020-06-12,747796,146362,M,1959,14926,"1010,22",43,0
2020-06-12,772470,147751,M,1981,15332,"387,29",31,0
2020-06-10,731132,161361,M,1965,164670,"402,34",31,0
2020-06-10,759913,206752,M,1981,233647,"257,1",43,0
2020-06-10,755396,152955,M,1965,234345,"142,35",37,0
2020-06-10,734985,161789,M,1978,275271,"543,3",25,0
2020-06-10,766345,145271,M,1964,165564,"228,51",43,0
2020-06-10,755254,207465,M,1980,277702,"354,82",43,0
2020-06-10,753110,155250,M,1979,194693,"405,9",31,0
2020-06-10,772053,185439,M,1974,32957,"680,1",31,0
2020-06-10,767759,163072,M,1970,194692,"443,25",31,0
2020-06-15,733957,205776,M,1965,164668,"183,53",31,0
2020-06-15,734061,205776,M,1965,164690,"429,23",31,0
2020-06-15,741679,176284,M,1968,14555,"250,2",31,0
2020-06-15,742310,162450,M,1965,84769,"331,09",31,0
2020-06-18,749046,133666,F,1978,194874,"326,06",37,0
2020-06-18,740703,207795,M,1987,277583,"291,49",43,0
2020-06-18,737441,163072,M,1990,186837,"320,79",31,0
2020-06-17,734123,205776,M,1965,164690,"301,63",19,0
2020-06-17,747216,207795,F,1964,276220,"342,72",43,0
2020-06-17,734127,205776,M,1965,164690,"241,45",31,0
2020-06-17,733927,205776,M,1965,164690,"254,79",31,0
2020-06-17,736606,176284,M,1973,165732,"190,68",31,0
2020-06-17,743710,151590,M,1972,14021,"397,36",31,0
2020-06-17,739735,176284,M,1973,14075,"452,01",31,0
2020-06-17,753079,133666,F,1985,194697,"312,15",37,0
2020-07-01,732340,163072,F,1969,186837,"303,26",31,0
2020-06-16,740059,207795,M,1986,277284,"250,9",43,0
2020-06-16,747606,176284,M,1972,188752,"196,25",31,0
2020-06-16,734120,163072,M,1969,192911,"180,96",31,0
2020-06-16,739108,207795,F,1971,14799,"440,57",43,0
2020-06-16,740711,207795,M,1974,277582,"276,61",43,0
2020-06-16,740231,133666,M,1968,294729,"392,39",37,0
2020-06-16,727508,133666,M,1977,276590,"327,03",37,0
2020-06-16,740085,133666,F,1992,192929,"287,96",37,0
2020-06-15,730816,163072,M,1986,192911,"303,1",31,0
2020-06-15,733707,140344,M,1968,192912,"428,46",35,0
2020-06-15,736427,133666,M,1975,307729,"298,61",37,0
2020-06-15,740225,133666,M,1976,276523,"309,65",37,0
2020-06-16,743085,207795,M,1982,276220,"323,76",43,0
2020-02-04,735640,156075,M,1976,277465,"498,33",31,0
2021-02-24,786042,162349,M,1980,196690,"309,76",43,0
2021-02-24,752705,155664,M,1970,275271,"89,29",43,0
2021-11-29,808491,207795,F,1966,15390,"379,88",43,0
2021-11-29,808134,162349,F,1973,14281,"371,8",43,0
2021-11-29,790098,207795,M,1973,276545,"251,73",43,0
2021-11-29,821693,176284,M,1964,168423,"315,65",31,0
2021-11-29,793036,156075,F,1985,35728,"510,17",31,0
